year,maker,vehicle_category,total,,
2023,PCA AUTOMOBILES INDIA PVT LTD,FOUR WHEELER,8568,,
2023,PORSCHE AG GERMANY,FOUR WHEELER,797,,
2023,RENAULT INDIA PVT LTD,FOUR WHEELER,52288,,
2023,ROLLS ROYCE,FOUR WHEELER,4,,
2023,ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),FOUR WHEELER,18,,
2023,ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),FOUR WHEELER,22,,
2023,ROYAL-ENFIELD (UNIT OF EICHER LTD),FOUR WHEELER,5,,
2023,SKODA AUTO AS,FOUR WHEELER,1,,
2023,SKODA AUTO INDIA PVT LTD,FOUR WHEELER,6,,
2023,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,FOUR WHEELER,90738,,
2023,SML ISUZU LTD,FOUR WHEELER,32,,
2023,SUZUKI JAPAN,FOUR WHEELER,2,,
2023,SUZUKI MOTORCYCLE INDIA PVT LTD,FOUR WHEELER,4,,
2023,TATA ADVANCED SYSTEMS LTD,FOUR WHEELER,1,,
2023,TATA MOTORS LTD,FOUR WHEELER,2127,,
2023,TATA MOTORS PASSENGER VEHICLES LTD,FOUR WHEELER,474205,,
2023,TATA PASSENGER ELECTRIC MOBILITY LTD,FOUR WHEELER,33778,,
2023,TOYOTA KIRLOSKAR MOTOR PVT LTD,FOUR WHEELER,177815,,
2023,TVS MOTOR COMPANY LTD,FOUR WHEELER,13,,
2023,VE COMMERCIAL VEHICLES LTD,FOUR WHEELER,30,,
2023,VINTAGE VEHICLES,FOUR WHEELER,14,,
2023,VOLKSWAGEN AG,FOUR WHEELER,1,,
2023,VOLKSWAGEN INDIA PVT LTD,FOUR WHEELER,13,,
2023,VOLVO AUTO INDIA PVT LTD,FOUR WHEELER,2109,,
2023,VOLVO GROUP INDIA PVT LTD,FOUR WHEELER,3,,
2023,WILLYS INDIA LTD,FOUR WHEELER,2,,
2023,WUXI SAIGE (IMPORTER: WARIVO MOTOR),FOUR WHEELER,1,,
